time[s],LF_EXT-LF_FLX,LH_EXT-LH_FLX,RF_EXT-RF_FLX,RH_EXT-RH_FLX
40.687,-0.212761,0.144552,0.214186,-0.145542
40.688,-0.215457,0.141602,0.216889,-0.142601
40.689,-0.218166,0.138638,0.219605,-0.139648
40.69,-0.220886,0.135663,0.222333,-0.136682
40.691,-0.223618,0.132674,0.225072,-0.133703
40.692,-0.226362,0.129674,0.227824,-0.130712
40.693,-0.229118,0.12666,0.230587,-0.127709
40.694,-0.231885,0.123635,0.233362,-0.124694
40.695,-0.234665,0.120598,0.236149,-0.121666
40.696,-0.237456,0.117548,0.238948,-0.118626
40.697,-0.240259,0.114486,0.241758,-0.115574
40.698,-0.243073,0.111413,0.244581,-0.11251
40.699,-0.245899,0.108327,0.247414,-0.109434
40.7,-0.248737,0.10523,0.250259,-0.106347
40.701,-0.251586,0.102121,0.253116,-0.103248
40.702,-0.254446,0.0990007,0.255984,-0.100137
40.703,-0.257318,0.0958687,0.258863,-0.0970143
40.704,-0.260201,0.0927253,0.261753,-0.0938805
40.705,-0.263095,0.0895706,0.264655,-0.0907352
40.706,-0.266,0.0864046,0.267568,-0.0875787
40.707,-0.268916,0.0832274,0.270492,-0.084411
40.708,-0.271844,0.0800392,0.273427,-0.0812322
40.709,-0.274782,0.07684,0.276372,-0.0780424
40.71,-0.277731,0.0736298,0.279329,-0.0748416
40.711,-0.280691,0.0704089,0.282297,-0.07163
40.712,-0.283662,0.0671773,0.285275,-0.0684077
40.713,-0.286643,0.063935,0.288264,-0.0651747
40.714,-0.289635,0.0606822,0.291263,-0.0619311
40.715,-0.292638,0.0574189,0.294273,-0.0586771
40.716,-0.295651,0.0541453,0.297294,-0.0554127
40.717,-0.298674,0.0508615,0.300324,-0.052138
40.718,-0.301708,0.0475675,0.303366,-0.0488531
40.719,-0.304752,0.0442634,0.306417,-0.0455581
40.72,-0.307806,0.0409493,0.309478,-0.0422531
40.721,-0.31087,0.0376254,0.31255,-0.0389382
40.722,-0.313944,0.0342917,0.315631,-0.0356135
40.723,-0.317028,0.0309483,0.318722,-0.032279
40.724,-0.320121,0.0275954,0.321823,-0.028935
40.725,-0.323225,0.0242329,0.324934,-0.0255814
40.726,-0.326338,0.0208611,0.328055,-0.0222185
40.727,-0.329461,0.0174799,0.331185,-0.0188462
40.728,-0.332593,0.0140896,0.334324,-0.0154646
40.729,-0.335734,0.0106902,0.337473,-0.012074
40.73,-0.338885,0.00728185,0.340631,-0.00867434
40.731,-0.342045,0.00386459,0.343798,-0.00526577
40.732,-0.345214,0.00043856,0.346974,-0.00184839
40.733,-0.348393,0,0.35016,0
40.734,-0.35158,0,0.353354,0
40.735,-0.35475,0,0.356509,0
40.736,-0.357875,0,0.359618,0
40.737,-0.360954,0,0.362681,0
40.738,-0.363988,0,0.3657,0
40.739,-0.366976,0,0.368673,0
40.74,-0.36992,0,0.371602,0
40.741,-0.37282,0,0.374486,0
40.742,-0.375675,0,0.377326,0
40.743,-0.378487,0,0.380123,0
40.744,-0.381255,0,0.382876,0
40.745,-0.38398,0,0.385586,0
40.746,-0.386662,0,0.388254,0
40.747,-0.389302,0,0.390878,0
40.748,-0.391899,0,0.393461,0
40.749,-0.394455,0,0.396002,0
40.75,-0.396969,0,0.398501,0
40.751,-0.399441,0,0.400959,0
40.752,-0.401873,0,0.403376,0
40.753,-0.404263,0,0.405753,0
40.754,-0.406614,0,0.408089,0
40.755,-0.408924,0,0.410385,0
40.756,-0.411195,0,0.412641,0
40.757,-0.413425,0,0.414858,0
40.758,-0.415617,0,0.417036,0
40.759,-0.41777,0,0.419174,0
40.76,-0.419884,0,0.421275,0
40.761,-0.42196,0,0.423337,0
40.762,-0.423998,0,0.425361,0
40.763,-0.425998,0,0.427347,0
40.764,-0.427961,0,0.429296,0
40.765,-0.429886,0,0.431208,0
40.766,-0.431775,0,0.433083,0
40.767,-0.433627,0,0.434922,0
40.768,-0.435443,0,0.436725,0
40.769,-0.437223,0,0.438491,0
40.77,-0.438967,0,0.440222,0
40.771,-0.440676,0,0.441918,0
40.772,-0.442349,0,0.443578,0
40.773,-0.443988,0,0.445204,0
40.774,-0.445592,0,0.446795,0
40.775,-0.447162,0,0.448352,0
40.776,-0.448698,0,0.449875,0
40.777,-0.4502,0,0.451365,0
40.778,-0.451669,0,0.452821,0
40.779,-0.453104,0,0.454244,0
40.78,-0.454507,0,0.455634,0
40.781,-0.455877,0,0.456991,0
40.782,-0.457215,0,0.458316,0
40.783,-0.45852,0,0.45961,0
40.784,-0.459794,0,0.460871,0
40.785,-0.461036,0,0.462102,0
40.786,-0.462247,0,0.4633,0
40.787,-0.463428,0,0.464468,0
40.788,-0.464577,0,0.465606,0
40.789,-0.465696,0,0.466713,0
40.79,-0.466785,0,0.46779,0
40.791,-0.467843,0,0.468837,0
40.792,-0.468872,0,0.469854,0
40.793,-0.469872,0,0.470842,0
40.794,-0.470843,0,0.471801,0
40.795,-0.471785,0,0.472732,0
40.796,-0.472698,0,0.473633,0
40.797,-0.473583,0,0.474507,0
40.798,-0.474439,0,0.475352,0
40.799,-0.475268,0,0.47617,0
40.8,-0.476069,0,0.47696,0
40.801,-0.476843,0,0.477723,0
40.802,-0.47759,0,0.478459,0
40.803,-0.47831,0,0.479168,0
40.804,-0.479004,0,0.479851,0
40.805,-0.479671,0,0.480507,0
40.806,-0.480312,0,0.481137,0
40.807,-0.480927,0,0.481742,0
40.808,-0.481517,0,0.482321,0
40.809,-0.482081,0,0.482875,0
40.81,-0.48262,0,0.483403,0
40.811,-0.483135,0,0.483907,0
40.812,-0.483624,0,0.484387,0
40.813,-0.48409,0,0.484842,0
40.814,-0.484531,0,0.485273,0
40.815,-0.484948,0,0.48568,0
40.816,-0.485342,0,0.486064,0
40.817,-0.485712,0,0.486424,0
40.818,-0.486059,0,0.486761,0
40.819,-0.486383,0,0.487075,0
40.82,-0.486685,0,0.487367,0
40.821,-0.486964,0,0.487636,0
40.822,-0.48722,0,0.487883,0
40.823,-0.487455,0,0.488108,0
40.824,-0.487667,0,0.488311,0
40.825,-0.487859,0,0.488493,0
40.826,-0.488028,0,0.488653,0
40.827,-0.488177,0,0.488792,0
40.828,-0.488305,0,0.488911,0
40.829,-0.488412,0,0.489009,0
40.83,-0.488498,0,0.489086,0
40.831,-0.488565,0,0.489143,0
40.832,-0.488611,0,0.489181,0
40.833,-0.488637,0,0.489198,0
40.834,-0.488644,0,0.489196,0
40.835,-0.488632,0,0.489175,0
40.836,-0.4886,0,0.489134,0
40.837,-0.488549,0,0.489075,0
40.838,-0.48848,0,0.488997,0
40.839,-0.488392,0,0.4889,0
40.84,-0.488285,0,0.488785,0
40.841,-0.488161,0,0.488652,0
40.842,-0.488018,0,0.488501,0
40.843,-0.487858,0,0.488333,0
40.844,-0.487681,0,0.488147,0
40.845,-0.487486,0,0.487944,0
40.846,-0.487274,0,0.487724,0
40.847,-0.487045,0,0.487487,0
40.848,-0.486799,0,0.487233,0
40.849,-0.486537,0,0.486963,0
40.85,-0.486258,0,0.486676,0
40.851,-0.485963,0,0.486374,0
40.852,-0.485653,0,0.486055,0
40.853,-0.485326,0,0.485721,0
40.854,-0.484984,0,0.485372,0
40.855,-0.484627,0,0.485007,0
40.856,-0.484255,0,0.484627,0
40.857,-0.483867,0,0.484232,0
40.858,-0.483465,0,0.483822,0
40.859,-0.483048,0,0.483398,0
40.86,-0.482617,0,0.48296,0
40.861,-0.482171,0,0.482507,0
40.862,-0.481712,0,0.48204,0
40.863,-0.481238,0,0.48156,0
40.864,-0.480751,0,0.481066,0
40.865,-0.480251,0,0.480558,0
40.866,-0.479737,0,0.480037,0
40.867,-0.479209,0,0.479503,0
40.868,-0.478669,0,0.478956,0
40.869,-0.478116,0,0.478396,0
40.87,-0.477551,0,0.477824,0
40.871,-0.476973,0,0.477239,0
40.872,-0.476382,0,0.476643,0
40.873,-0.47578,0,0.476034,0
40.874,-0.475166,0,0.475413,0
40.875,-0.474539,0,0.47478,0
40.876,-0.473902,0,0.474136,0
40.877,-0.473252,0,0.47348,0
40.878,-0.472592,0,0.472813,0
40.879,-0.47192,0,0.472136,0
40.88,-0.471237,0,0.471447,0
40.881,-0.470544,0,0.470747,0
40.882,-0.46984,0,0.470037,0
40.883,-0.469125,0,0.469316,0
40.884,-0.4684,0,0.468586,0
40.885,-0.467665,0,0.467845,0
40.886,-0.46692,0,0.467094,0
40.887,-0.466165,0,0.466333,0
40.888,-0.4654,0,0.465563,0
40.889,-0.464626,0,0.464783,0
40.89,-0.463842,0,0.463993,0
40.891,-0.463049,0,0.463195,0
40.892,-0.462247,0,0.462387,0
40.893,-0.461436,0,0.461571,0
40.894,-0.460617,0,0.460746,0
40.895,-0.459788,0,0.459912,0
40.896,-0.458951,0,0.45907,0
40.897,-0.458106,0,0.458219,0
40.898,-0.457252,0,0.45736,0
40.899,-0.45639,0,0.456493,0
40.9,-0.455521,0,0.455619,0
40.901,-0.454643,0,0.454736,0
40.902,-0.453758,0,0.453846,0
40.903,-0.452865,0,0.452948,0
40.904,-0.451965,0,0.452043,0
40.905,-0.451058,0,0.451131,0
40.906,-0.450143,0,0.450212,0
40.907,-0.449222,0,0.449285,0
40.908,-0.448293,0,0.448352,0
40.909,-0.447358,0,0.447413,0
40.91,-0.446417,0,0.446466,0
40.911,-0.445468,0,0.445513,0
40.912,-0.444514,0,0.444554,0
40.913,-0.443553,0,0.443589,0
40.914,-0.442586,0,0.442618,0
40.915,-0.441613,0,0.44164,0
40.916,-0.440634,0,0.440657,0
40.917,-0.43965,0,0.439669,0
40.918,-0.43866,0,0.438674,0
40.919,-0.437664,0,0.437675,0
40.92,-0.436663,0,0.436669,0
40.921,-0.435657,0,0.435659,0
40.922,-0.434646,0,0.434644,0
40.923,-0.43363,0,0.433623,0
40.924,-0.432608,0,0.432598,0
40.925,-0.431582,0,0.431568,0
40.926,-0.430552,0,0.430534,0
40.927,-0.429516,0,0.429495,0
40.928,-0.428477,0,0.428451,0
40.929,-0.427433,0,0.427403,0
40.93,-0.426384,0,0.426351,0
40.931,-0.425332,0,0.425295,0
40.932,-0.424276,0,0.424235,0
40.933,-0.423215,0,0.423172,0
40.934,-0.422151,0,0.422104,0
40.935,-0.421084,0,0.421033,0
40.936,-0.420012,0,0.419958,0
40.937,-0.418937,0,0.41888,0
40.938,-0.417859,0,0.417798,0
40.939,-0.416778,0,0.416713,0
40.94,-0.415693,0,0.415625,0
40.941,-0.414605,0,0.414534,0
40.942,-0.413515,0,0.413441,0
40.943,-0.412421,0,0.412344,0
40.944,-0.411325,0,0.411244,0
40.945,-0.410226,0,0.410142,0
40.946,-0.409124,0,0.409037,0
40.947,-0.40802,0,0.40793,0
40.948,-0.406913,0,0.406821,0
40.949,-0.405804,0,0.405709,0
40.95,-0.404693,0,0.404595,0
40.951,-0.40358,0,0.403479,0
40.952,-0.402465,0,0.402361,0
40.953,-0.401348,0,0.401241,0
40.954,-0.400229,0,0.400119,0
40.955,-0.399108,0,0.398996,0
40.956,-0.397986,0,0.397871,0
40.957,-0.396861,0,0.396744,0
40.958,-0.395736,0,0.395616,0
40.959,-0.394609,0,0.394486,0
40.96,-0.39348,0,0.393355,0
40.961,-0.392351,0,0.392223,0
40.962,-0.39122,0,0.39109,0
40.963,-0.390088,0,0.389955,0
40.964,-0.388955,0,0.38882,0
40.965,-0.387821,0,0.387684,0
40.966,-0.386686,0,0.386547,0
40.967,-0.385551,0,0.385409,0
40.968,-0.384415,0,0.38427,0
40.969,-0.383278,0,0.383131,0
40.97,-0.38214,0,0.381992,0
40.971,-0.381002,0,0.380852,0
40.972,-0.379864,0,0.379711,0
40.973,-0.378725,0,0.37857,0
40.974,-0.377586,0,0.377429,0
40.975,-0.376447,0,0.376288,0
40.976,-0.375308,0,0.375147,0
40.977,-0.374169,0,0.374006,0
40.978,-0.373029,0,0.372864,0
40.979,-0.37189,0,0.371723,0
40.98,-0.370751,0,0.370582,0
40.981,-0.369612,0,0.369442,0
40.982,-0.368474,0,0.368301,0
40.983,-0.367335,0,0.367161,0
40.984,-0.366198,0,0.366022,0
40.985,-0.36506,0,0.364882,0
40.986,-0.363923,0,0.363744,0
40.987,-0.362787,0,0.362606,0
40.988,-0.361652,0,0.361469,0
40.989,-0.360517,0,0.360333,0
40.99,-0.359383,0,0.359197,0
40.991,-0.35825,0,0.358062,0
40.992,-0.357117,0,0.356928,0
40.993,-0.355986,0,0.355796,0
40.994,-0.354856,0,0.354664,0
40.995,-0.353727,0,0.353533,0
40.996,-0.352598,0,0.352404,0
40.997,-0.351472,0,0.351275,0
40.998,-0.350346,0,0.350148,0
40.999,-0.349221,0,0.349023,0
41,-0.348098,0,0.347898,0
41.001,-0.346977,0,0.346775,0
41.002,-0.345857,0,0.345654,0
41.003,-0.344738,0,0.344534,0
41.004,-0.343621,0,0.343416,0
41.005,-0.342505,0,0.342299,0
41.006,-0.341391,0,0.341184,0
41.007,-0.340279,0,0.340071,0
41.008,-0.339169,0,0.338959,0
41.009,-0.33806,0,0.337849,0
41.01,-0.336953,0,0.336742,0
41.011,-0.335849,0,0.335636,0
41.012,-0.334746,0,0.334532,0
41.013,-0.333645,0,0.33343,0
41.014,-0.332546,0,0.33233,0
41.015,-0.331449,0,0.331232,0
41.016,-0.330354,0,0.330136,0
41.017,-0.329261,0,0.329043,0
41.018,-0.328171,0,0.327952,0
41.019,-0.327083,0,0.326863,0
41.02,-0.325997,0,0.325776,0
41.021,-0.324913,0,0.324692,0
41.022,-0.323832,0,0.32361,0
41.023,-0.322753,0,0.32253,0
41.024,-0.321677,0,0.321453,0
41.025,-0.320603,0,0.320378,0
41.026,-0.319532,0,0.319306,0
41.027,-0.318463,0,0.318237,0
41.028,-0.317397,0,0.31717,0
41.029,-0.316333,0,0.316106,0
41.03,-0.315272,0,0.315044,0
41.031,-0.314214,0,0.313985,0
41.032,-0.313158,0,0.312929,0
41.033,-0.312105,0,0.311876,0
41.034,-0.311055,0,0.310825,0
41.035,-0.310008,0,0.309778,0
41.036,-0.308964,0,0.308733,0
41.037,-0.307923,0,0.307691,0
41.038,-0.306884,0,0.306652,0
41.039,-0.305848,0,0.305616,0
41.04,-0.304816,0,0.304583,0
41.041,-0.303786,0,0.303553,0
41.042,-0.30276,0,0.302526,0
41.043,-0.301736,0,0.301502,0
41.044,-0.300716,0,0.300481,0
41.045,-0.299699,0,0.299464,0
41.046,-0.298684,0,0.298449,0
41.047,-0.297673,0,0.297438,0
41.048,-0.296666,0,0.29643,0
41.049,-0.295661,0,0.295425,0
41.05,-0.29466,0,0.294424,0
41.051,-0.293662,0,0.293426,0
41.052,-0.292667,0,0.292431,0
41.053,-0.291676,0,0.291439,0
41.054,-0.290688,0,0.290451,0
41.055,-0.289703,0,0.289466,0
41.056,-0.288722,0,0.288485,0
41.057,-0.287744,0,0.287507,0
41.058,-0.28677,0,0.286532,0
41.059,-0.285799,0,0.285561,0
41.06,-0.284831,0,0.284594,0
41.061,-0.283867,0,0.283629,0
41.062,-0.282907,0,0.282669,0
41.063,-0.28195,0,0.281712,0
41.064,-0.280996,0,0.280759,0
41.065,-0.280046,0,0.279809,0
41.066,-0.2791,0,0.278862,0
41.067,-0.278157,0,0.27792,0
41.068,-0.277218,0,0.276981,0
41.069,-0.276283,0,0.276046,0
41.07,-0.275351,-5.11775e-05,0.275114,0
41.071,-0.274423,-0.00213797,0.274186,0.00127725
41.072,-0.273498,-0.00422491,0.273262,0.00336924
41.073,-0.272534,-0.00631182,0.272316,0.0054612
41.074,-0.271533,-0.00839855,0.271332,0.00755294
41.075,-0.270495,-0.0104857,0.27031,0.00964481
41.076,-0.26942,-0.012574,0.269252,0.0117374
41.077,-0.268309,-0.0146641,0.268157,0.0138315
41.078,-0.267162,-0.0167564,0.267026,0.0159275
41.079,-0.265979,-0.0188517,0.265859,0.0180262
41.08,-0.264761,-0.0209506,0.264657,0.0201281
41.081,-0.263509,-0.0230535,0.263419,0.0222338
41.082,-0.262222,-0.0251611,0.262148,0.0243439
41.083,-0.2609,-0.0272738,0.260841,0.0264589
41.084,-0.259545,-0.0293923,0.259501,0.0285793
41.085,-0.258157,-0.031517,0.258127,0.0307056
41.086,-0.256735,-0.0336485,0.25672,0.0328385
41.087,-0.25528,-0.0357872,0.255279,0.0349783
41.088,-0.253793,-0.0379337,0.253806,0.0371257
41.089,-0.252273,-0.0400883,0.2523,0.0392809
41.09,-0.250721,-0.0422516,0.250762,0.0414446
41.091,-0.249138,-0.0444241,0.249192,0.0436172
41.092,-0.247522,-0.046606,0.24759,0.0457991
41.093,-0.245875,-0.048798,0.245956,0.0479908
41.094,-0.244197,-0.0510004,0.244291,0.0501927
41.095,-0.242487,-0.0532137,0.242595,0.0524052
41.096,-0.240747,-0.0554381,0.240868,0.0546288
41.097,-0.238976,-0.0576743,0.239109,0.0568638
41.098,-0.237175,-0.0599224,0.237321,0.0591106
41.099,-0.235343,-0.062183,0.235502,0.0613696
41.1,-0.233481,-0.0644563,0.233652,0.0636412
41.101,-0.231589,-0.0667428,0.231773,0.0659258
41.102,-0.229667,-0.0690428,0.229863,0.0682237
41.103,-0.227716,-0.0713567,0.227923,0.0705353
41.104,-0.225734,-0.0736848,0.225954,0.072861
41.105,-0.223724,-0.0760275,0.223955,0.075201
41.106,-0.221683,-0.078385,0.221927,0.0775557
41.107,-0.219614,-0.0807577,0.219869,0.0799255
41.108,-0.217515,-0.083146,0.217782,0.0823106
41.109,-0.215387,-0.0855501,0.215666,0.0847115
41.11,-0.21323,-0.0879703,0.213521,0.0871283
41.111,-0.211044,-0.090407,0.211347,0.0895614
41.112,-0.208829,-0.0928605,0.209144,0.0920111
41.113,-0.206586,-0.095331,0.206912,0.0944777
41.114,-0.204314,-0.0978188,0.204651,0.0969615
41.115,-0.202013,-0.100324,0.202361,0.0994628
41.116,-0.199683,-0.102848,0.200043,0.101982
41.117,-0.197325,-0.105389,0.197696,0.104519
41.118,-0.194939,-0.107949,0.195321,0.107074
41.119,-0.192524,-0.110527,0.192917,0.109648
41.12,-0.19008,-0.113125,0.190485,0.112241
41.121,-0.187608,-0.115742,0.188024,0.114853
41.122,-0.185108,-0.118378,0.185535,0.117484
41.123,-0.182579,-0.121034,0.183017,0.120134
41.124,-0.180022,-0.12371,0.180471,0.122805
41.125,-0.177437,-0.126406,0.177897,0.125495
41.126,-0.174823,-0.129122,0.175294,0.128206
41.127,-0.172181,-0.131859,0.172664,0.130937
41.128,-0.169511,-0.134617,0.170004,0.13369
41.129,-0.166813,-0.137396,0.167317,0.136463
41.13,-0.164086,-0.140196,0.164601,0.139257
41.131,-0.161331,-0.143018,0.161857,0.142073
41.132,-0.158548,-0.145862,0.159085,0.14491
41.133,-0.155736,-0.148727,0.156284,0.147769
41.134,-0.152896,-0.151615,0.153455,0.150651
41.135,-0.150028,-0.154525,0.150597,0.153554
41.136,-0.147131,-0.157457,0.147712,0.15648
41.137,-0.144206,-0.160413,0.144798,0.159429
41.138,-0.141253,-0.163391,0.141855,0.1624
41.139,-0.138271,-0.166393,0.138884,0.165395
41.14,-0.135261,-0.169418,0.135885,0.168413
41.141,-0.132222,-0.172466,0.132857,0.171454
41.142,-0.129155,-0.175539,0.1298,0.17452
41.143,-0.126059,-0.178635,0.126715,0.177608
41.144,-0.122935,-0.181755,0.123602,0.180721
41.145,-0.119782,-0.1849,0.12046,0.183858
41.146,-0.1166,-0.188069,0.117289,0.18702
41.147,-0.11339,-0.191262,0.114089,0.190206
41.148,-0.11015,-0.194481,0.110861,0.193417
41.149,-0.106882,-0.197724,0.107604,0.196653
41.15,-0.103586,-0.200993,0.104318,0.199913
41.151,-0.10026,-0.204287,0.101003,0.203199
41.152,-0.0969052,-0.207606,0.0976597,0.206511
41.153,-0.0935215,-0.210952,0.094287,0.209848
41.154,-0.0901087,-0.214323,0.0908852,0.213211
41.155,-0.0866668,-0.21772,0.0874543,0.216599
41.156,-0.0831957,-0.221143,0.0839942,0.220014
41.157,-0.0796954,-0.224592,0.0805049,0.223455
41.158,-0.0761657,-0.228068,0.0769863,0.226923
41.159,-0.0726067,-0.231571,0.0734384,0.230417
41.16,-0.0690182,-0.2351,0.069861,0.233938
41.161,-0.0654003,-0.238657,0.0662542,0.237485
41.162,-0.0617528,-0.24224,0.0626179,0.24106
41.163,-0.0580757,-0.245851,0.0589519,0.244662
41.164,-0.0543688,-0.249489,0.0552563,0.248291
41.165,-0.0506322,-0.253154,0.0515309,0.251947
41.166,-0.0468658,-0.256848,0.0477757,0.255631
41.167,-0.0430694,-0.260569,0.0439907,0.259343
41.168,-0.0392431,-0.264318,0.0401756,0.263083
41.169,-0.0353867,-0.268095,0.0363306,0.266851
41.17,-0.0315002,-0.2719,0.0324554,0.270647
41.171,-0.0275835,-0.275734,0.0285501,0.274472
41.172,-0.0236365,-0.279597,0.0246146,0.278325
41.173,-0.0196592,-0.283488,0.0206487,0.282206
41.174,-0.0156514,-0.287408,0.0166524,0.286116
41.175,-0.0116131,-0.291356,0.0126256,0.290055
41.176,-0.00754427,-0.295334,0.0085683,0.294024
41.177,-0.00344475,-0.299341,0.00448035,0.298021
41.178,0,-0.303378,0.000361687,0.302047
41.179,0,-0.307444,0,0.306103
41.18,0,-0.311526,0,0.310189
41.181,0,-0.315554,0,0.314228
41.182,0,-0.319529,0,0.318215
41.183,0,-0.323452,0,0.322148
41.184,0,-0.327323,0,0.32603
41.185,0,-0.331141,0,0.329859
41.186,0,-0.334908,0,0.333637
41.187,0,-0.338624,0,0.337363
41.188,0,-0.342288,0,0.341038
41.189,0,-0.345902,0,0.344663
41.19,0,-0.349466,0,0.348237
41.191,0,-0.35298,0,0.351761
41.192,0,-0.356444,0,0.355236
41.193,0,-0.359859,0,0.358661
41.194,0,-0.363224,0,0.362038
41.195,0,-0.366542,0,0.365365
41.196,0,-0.369811,0,0.368645
41.197,0,-0.373032,0,0.371876
41.198,0,-0.376205,0,0.375059
41.199,0,-0.379331,0,0.378196
41.2,0,-0.38241,0,0.381285
41.201,0,-0.385443,0,0.384328
41.202,0,-0.388429,0,0.387324
41.203,0,-0.391369,0,0.390274
41.204,0,-0.394264,0,0.393179
41.205,0,-0.397113,0,0.396038
41.206,0,-0.399917,0,0.398852
41.207,0,-0.402677,0,0.401622
41.208,0,-0.405392,0,0.404347
41.209,0,-0.408064,0,0.407028
41.21,0,-0.410691,0,0.409665
41.211,0,-0.413275,0,0.412259
41.212,0,-0.415816,0,0.41481
41.213,0,-0.418315,0,0.417317
41.214,0,-0.42077,0,0.419783
41.215,0,-0.423184,0,0.422206
41.216,0,-0.425556,0,0.424588
41.217,0,-0.427887,0,0.426927
41.218,0,-0.430176,0,0.429226
41.219,0,-0.432424,0,0.431484
41.22,0,-0.434632,0,0.433701
41.221,0,-0.4368,0,0.435878
41.222,0,-0.438928,0,0.438015
41.223,0,-0.441016,0,0.440112
41.224,0,-0.443065,0,0.44217
41.225,0,-0.445075,0,0.444189
41.226,0,-0.447046,0,0.446169
41.227,0,-0.448979,0,0.448111
41.228,0,-0.450873,0,0.450014
41.229,0,-0.45273,0,0.45188
41.23,0,-0.45455,0,0.453708
41.231,0,-0.456332,0,0.455499
41.232,0,-0.458077,0,0.457254
41.233,0,-0.459786,0,0.458971
41.234,0,-0.461459,0,0.460652
41.235,0,-0.463095,0,0.462297
41.236,0,-0.464696,0,0.463907
41.237,0,-0.466261,0,0.465481
41.238,0,-0.467792,0,0.467019
41.239,0,-0.469287,0,0.468523
41.24,0,-0.470748,0,0.469993
41.241,0,-0.472175,0,0.471428
41.242,0,-0.473568,0,0.472829
41.243,0,-0.474927,0,0.474196
41.244,0,-0.476253,0,0.47553
41.245,0,-0.477546,0,0.476831
41.246,0,-0.478806,0,0.478099
41.247,0,-0.480033,0,0.479335
41.248,0,-0.481228,0,0.480538
41.249,0,-0.482392,0,0.481709
41.25,0,-0.483523,0,0.482849
41.251,0,-0.484623,0,0.483957
41.252,0,-0.485692,0,0.485033
41.253,0,-0.486731,0,0.486079
41.254,0,-0.487738,0,0.487095
41.255,0,-0.488716,0,0.48808
41.256,0,-0.489663,0,0.489035
41.257,0,-0.490581,0,0.48996
41.258,0,-0.491469,0,0.490856
41.259,0,-0.492328,0,0.491722
41.26,0,-0.493158,0,0.49256
41.261,0,-0.493959,0,0.493368
41.262,0,-0.494732,0,0.494149
41.263,0,-0.495477,0,0.494901
41.264,0,-0.496194,0,0.495625
41.265,0,-0.496883,0,0.496322
41.266,0,-0.497545,0,0.496991
41.267,0,-0.49818,0,0.497633
41.268,0,-0.498788,0,0.498248
41.269,0,-0.49937,0,0.498836
41.27,0,-0.499925,0,0.499398
41.271,0,-0.500454,0,0.499934
41.272,0,-0.500957,0,0.500445
41.273,0,-0.501435,0,0.500929
41.274,0,-0.501887,0,0.501388
41.275,0,-0.502314,0,0.501822
41.276,0,-0.502717,0,0.502232
41.277,0,-0.503095,0,0.502616
41.278,0,-0.503448,0,0.502976
41.279,0,-0.503778,0,0.503312
41.28,0,-0.504084,0,0.503625
41.281,0,-0.504366,0,0.503913
41.282,0,-0.504625,0,0.504179
41.283,0,-0.50486,0,0.504421
41.284,0,-0.505073,0,0.50464
41.285,0,-0.505263,0,0.504836
41.286,0,-0.505431,0,0.50501
41.287,0,-0.505576,0,0.505162
41.288,0,-0.5057,0,0.505292
41.289,0,-0.505802,0,0.5054
41.29,0,-0.505883,0,0.505487
41.291,0,-0.505942,0,0.505552
41.292,0,-0.50598,0,0.505596
41.293,0,-0.505998,0,0.50562
41.294,0,-0.505995,0,0.505623
41.295,0,-0.505971,0,0.505605
41.296,0,-0.505928,0,0.505568
41.297,0,-0.505864,0,0.50551
41.298,0,-0.505781,0,0.505433
41.299,0,-0.505679,0,0.505336
41.3,0,-0.505557,0,0.50522
41.301,0,-0.505417,0,0.505085
41.302,0,-0.505257,0,0.504931
41.303,0,-0.505079,0,0.504759
41.304,0,-0.504883,0,0.504568
41.305,0,-0.504668,0,0.504359
41.306,0,-0.504436,0,0.504132
41.307,0,-0.504185,0,0.503887
41.308,0,-0.503918,0,0.503624
41.309,0,-0.503633,0,0.503345
41.31,0,-0.503331,0,0.503048
41.311,0,-0.503012,0,0.502734
41.312,0,-0.502676,0,0.502403
41.313,0,-0.502324,0,0.502056
41.314,0,-0.501955,0,0.501693
41.315,0,-0.501571,0,0.501314
41.316,0,-0.50117,0,0.500918
41.317,0,-0.500754,0,0.500507
41.318,0,-0.500322,0,0.50008
41.319,0,-0.499875,0,0.499638
41.32,0,-0.499413,0,0.499181
41.321,0,-0.498936,0,0.498709
41.322,0,-0.498445,0,0.498222
41.323,0,-0.497939,0,0.497721
41.324,0,-0.497418,0,0.497205
41.325,0,-0.496883,0,0.496675
41.326,0,-0.496335,0,0.496131
41.327,0,-0.495772,0,0.495573
41.328,0,-0.495196,0,0.495002
41.329,0,-0.494607,0,0.494417
41.33,0,-0.494004,0,0.493818
41.331,0,-0.493389,0,0.493207
41.332,0,-0.49276,0,0.492583
41.333,0,-0.492119,0,0.491946
41.334,0,-0.491465,0,0.491297
41.335,0,-0.490799,0,0.490635
41.336,0,-0.490121,0,0.489961
41.337,0,-0.48943,0,0.489275
41.338,0,-0.488728,0,0.488577
41.339,0,-0.488015,0,0.487867
41.34,0,-0.487289,0,0.487146
41.341,0,-0.486553,0,0.486414
41.342,0,-0.485805,0,0.48567
41.343,0,-0.485047,0,0.484916
41.344,0,-0.484277,0,0.48415
41.345,0,-0.483497,0,0.483374
41.346,0,-0.482707,0,0.482588
41.347,0,-0.481906,0,0.481791
41.348,0,-0.481095,0,0.480983
41.349,0,-0.480274,0,0.480166
41.35,0,-0.479443,0,0.479339
41.351,0,-0.478603,0,0.478502
41.352,0,-0.477753,0,0.477656
41.353,0,-0.476893,0,0.4768
